path,text,emotion
archive\Actor_06\03-01-08-02-02-01-06.wav, dogs are sitting by the door.,8
archive\Actor_06\03-01-08-02-02-02-06.wav, talks are sitting by the door.,8
archive\Actor_07\03-01-01-01-01-01-07.wav, kids are talking by the door.,1
archive\Actor_07\03-01-01-01-01-02-07.wav, kids are talking by the door.,1
archive\Actor_07\03-01-01-01-02-01-07.wav, dogs are sitting by the door.,1
archive\Actor_07\03-01-01-01-02-02-07.wav, dogs are sitting by the door.,1
archive\Actor_07\03-01-02-01-01-01-07.wav, kids are talking by the door.,2
archive\Actor_07\03-01-02-01-01-02-07.wav, kids are talking by the door.,2
archive\Actor_07\03-01-02-01-02-01-07.wav, dogs are sitting by the door.,2
archive\Actor_07\03-01-02-01-02-02-07.wav, dogs are sitting by the door.,2
archive\Actor_07\03-01-02-02-01-01-07.wav, kids are talking by the door.,2
archive\Actor_07\03-01-02-02-01-02-07.wav, kids are talking by the door.,2
archive\Actor_07\03-01-02-02-02-01-07.wav, dogs are sitting by the door.,2
archive\Actor_07\03-01-02-02-02-02-07.wav, dogs are sitting by the door.,2
archive\Actor_07\03-01-03-01-01-01-07.wav, kater talking by the door.,3
archive\Actor_07\03-01-03-01-01-02-07.wav, kids are talking by the door.,3
archive\Actor_07\03-01-03-01-02-01-07.wav, dogs are sitting by the door.,3
archive\Actor_07\03-01-03-01-02-02-07.wav, dogs are sitting by the door.,3
archive\Actor_07\03-01-03-02-01-01-07.wav, kids are talking by the door.,3
archive\Actor_07\03-01-03-02-01-02-07.wav, kids are talking by the door.,3
archive\Actor_07\03-01-03-02-02-01-07.wav, dogs are sitting by the door.,3
archive\Actor_07\03-01-03-02-02-02-07.wav, dogs are sitting by the door.,3
archive\Actor_07\03-01-04-01-01-01-07.wav, kids are talking by the door.,4
archive\Actor_07\03-01-04-01-01-02-07.wav, kids are talking by the door.,4
archive\Actor_07\03-01-04-01-02-01-07.wav, dogs are sitting by the door.,4
archive\Actor_07\03-01-04-01-02-02-07.wav, dogs are sitting by the door.,4
archive\Actor_07\03-01-04-02-01-01-07.wav, kids are talking by the door.,4
archive\Actor_07\03-01-04-02-01-02-07.wav, kids are talking by the door.,4
archive\Actor_07\03-01-04-02-02-01-07.wav, dogs are sitting by the door.,4
archive\Actor_07\03-01-04-02-02-02-07.wav, dogs are sitting by the door.,4
archive\Actor_07\03-01-05-01-01-01-07.wav, kids are talking by the door.,5
archive\Actor_07\03-01-05-01-01-02-07.wav, kids are talking by the door.,5
archive\Actor_07\03-01-05-01-02-01-07.wav, dogs are sitting by the door.,5
archive\Actor_07\03-01-05-01-02-02-07.wav, dogs are sitting by the door.,5
archive\Actor_07\03-01-05-02-01-01-07.wav, kids are talking by the door.,5
archive\Actor_07\03-01-05-02-01-02-07.wav, kids are talking by the door!,5
archive\Actor_07\03-01-05-02-02-01-07.wav, dogs are sitting by the door!,5
archive\Actor_07\03-01-05-02-02-02-07.wav, dogs are sitting by the door.,5
archive\Actor_07\03-01-06-01-01-01-07.wav, kids are talking by the door.,6
archive\Actor_07\03-01-06-01-01-02-07.wav, kids are talking by the door.,6
archive\Actor_07\03-01-06-01-02-01-07.wav, dogs are sitting by the door.,6
archive\Actor_07\03-01-06-01-02-02-07.wav, dogs are sitting by the door.,6
archive\Actor_07\03-01-06-02-01-01-07.wav, kids are talking by the door.,6
archive\Actor_07\03-01-06-02-01-02-07.wav, kids are talking by the door.,6
archive\Actor_07\03-01-06-02-02-01-07.wav, dogs are sitting by the door!,6
archive\Actor_07\03-01-06-02-02-02-07.wav, dogs are sitting by the door.,6
archive\Actor_07\03-01-07-01-01-01-07.wav, kids are talking by the door.,7
archive\Actor_07\03-01-07-01-01-02-07.wav, kids are talking by the door.,7
archive\Actor_07\03-01-07-01-02-01-07.wav, dogs are sitting by the door.,7
archive\Actor_07\03-01-07-01-02-02-07.wav, dogs are sitting by the door.,7
archive\Actor_07\03-01-07-02-01-01-07.wav, kids are talking by the door.,7
archive\Actor_07\03-01-07-02-01-02-07.wav, kids aren't talking by the door.,7
archive\Actor_07\03-01-07-02-02-01-07.wav, dogs are sitting by the door.,7
archive\Actor_07\03-01-07-02-02-02-07.wav, dogs are sitting by the door.,7
archive\Actor_07\03-01-08-01-01-01-07.wav, kids are talking by the door.,8
archive\Actor_07\03-01-08-01-01-02-07.wav, kids are talking by the door.,8
archive\Actor_07\03-01-08-01-02-01-07.wav, dogs are sitting by the door.,8
archive\Actor_07\03-01-08-01-02-02-07.wav, dogs are sitting by the door.,8
archive\Actor_07\03-01-08-02-01-01-07.wav, kids are talking by the door.,8
archive\Actor_07\03-01-08-02-01-02-07.wav, kids are talking by the door?,8
archive\Actor_07\03-01-08-02-02-01-07.wav, dogs are sitting by the door.,8
archive\Actor_07\03-01-08-02-02-02-07.wav, dogs are sitting by the door.,8
archive\Actor_08\03-01-01-01-01-01-08.wav, kids are talking about the door.,1
archive\Actor_08\03-01-01-01-01-02-08.wav, cancer talking by the door.,1
archive\Actor_08\03-01-01-01-02-01-08.wav, to answer sitting by the door.,1
archive\Actor_08\03-01-01-01-02-02-08.wav, dogs are sitting by the door.,1
archive\Actor_08\03-01-02-01-01-01-08.wav, kids are talking by the door.,2
archive\Actor_08\03-01-02-01-01-02-08.wav, kids are talking about a door.,2
archive\Actor_08\03-01-02-01-02-01-08.wav, dogs are sitting by the door.,2
archive\Actor_08\03-01-02-01-02-02-08.wav, dogs are sitting by the door.,2
archive\Actor_08\03-01-02-02-01-01-08.wav, kids are talking by the door.,2
archive\Actor_08\03-01-02-02-01-02-08.wav, kids are talking by the door.,2
archive\Actor_08\03-01-02-02-02-01-08.wav, dogs are sitting by the door.,2
archive\Actor_08\03-01-02-02-02-02-08.wav, dogs are sitting by the door.,2
archive\Actor_08\03-01-03-01-01-01-08.wav, kids are talking by the door.,3
archive\Actor_08\03-01-03-01-01-02-08.wav, kids are talking by the door.,3
archive\Actor_08\03-01-03-01-02-01-08.wav, dogs are sitting by the door.,3
archive\Actor_08\03-01-03-01-02-02-08.wav, dogs are sitting by the door.,3
archive\Actor_08\03-01-03-02-01-01-08.wav, kids are talking by the door.,3
archive\Actor_08\03-01-03-02-01-02-08.wav, kids are talking by the door.,3
archive\Actor_08\03-01-03-02-02-01-08.wav, w-dog there's sitting by the door.,3
archive\Actor_08\03-01-03-02-02-02-08.wav, toxic is sitting by the door.,3
archive\Actor_08\03-01-04-01-01-01-08.wav, kids are talking about the door.,4
archive\Actor_08\03-01-04-01-01-02-08.wav, kids are talking about the door.,4
archive\Actor_08\03-01-04-01-02-01-08.wav, the hoaxer is sitting by the door.,4
archive\Actor_08\03-01-04-01-02-02-08.wav, doxer city in by the door.,4
archive\Actor_08\03-01-04-02-01-01-08.wav, kids are talking by the door.,4
archive\Actor_08\03-01-04-02-01-02-08.wav, kits are talking about the door.,4
archive\Actor_08\03-01-04-02-02-01-08.wav, dogs are sitting by the door.,4
archive\Actor_08\03-01-04-02-02-02-08.wav, dogs are sitting in the door.,4
archive\Actor_08\03-01-05-01-01-01-08.wav, kids are talking by the door.,5
archive\Actor_08\03-01-05-01-01-02-08.wav, kids are talking by the door.,5
archive\Actor_08\03-01-05-01-02-01-08.wav, dogs are sitting by the door.,5
archive\Actor_08\03-01-05-01-02-02-08.wav, dogs are sitting by the door.,5
archive\Actor_08\03-01-05-02-01-01-08.wav, kids are talking by the door.,5
archive\Actor_08\03-01-05-02-01-02-08.wav, kids are talking by the door.,5
archive\Actor_08\03-01-05-02-02-01-08.wav, dogs are sitting by the door.,5
archive\Actor_08\03-01-05-02-02-02-08.wav, dogs are sitting by the door.,5
archive\Actor_08\03-01-06-01-01-01-08.wav, kids are talking by the door.,6
archive\Actor_08\03-01-06-01-01-02-08.wav, kids are talking by the door.,6
archive\Actor_08\03-01-06-01-02-01-08.wav, dogs are sitting by the door.,6
archive\Actor_08\03-01-06-01-02-02-08.wav, toxic is sitting by the door.,6
archive\Actor_08\03-01-06-02-01-01-08.wav," kid, they're talking by the door.",6
archive\Actor_08\03-01-06-02-01-02-08.wav," kid, they're talking by the door!",6
archive\Actor_08\03-01-06-02-02-01-08.wav, dogs are sitting by the door.,6
archive\Actor_08\03-01-06-02-02-02-08.wav, dogs are sitting by the door.,6
archive\Actor_08\03-01-07-01-01-01-08.wav, kids are talking by the door.,7
archive\Actor_08\03-01-07-01-01-02-08.wav, kids are talking by the door.,7
archive\Actor_08\03-01-07-01-02-01-08.wav, dogs are sitting by the door.,7
archive\Actor_08\03-01-07-01-02-02-08.wav, toxic is sitting by the door.,7
archive\Actor_08\03-01-07-02-01-01-08.wav, kids are talking by the door.,7
archive\Actor_08\03-01-07-02-01-02-08.wav, kids are talking by the door.,7
archive\Actor_08\03-01-07-02-02-01-08.wav, dogs are sitting by the door.,7
archive\Actor_08\03-01-07-02-02-02-08.wav, dogs are sitting by the door.,7
archive\Actor_08\03-01-08-01-01-01-08.wav, kids are talking by the door.,8
archive\Actor_08\03-01-08-01-01-02-08.wav, kids are talking by the door.,8
archive\Actor_08\03-01-08-01-02-01-08.wav, dogs are sitting by the door.,8
archive\Actor_08\03-01-08-01-02-02-08.wav, dogs are sitting by the door.,8
archive\Actor_08\03-01-08-02-01-01-08.wav, kids are talking about the door.,8
archive\Actor_08\03-01-08-02-01-02-08.wav, kids are talking by the door.,8
archive\Actor_08\03-01-08-02-02-01-08.wav, dogs are sitting by the door.,8
archive\Actor_08\03-01-08-02-02-02-08.wav, dogs are sitting by the door.,8
archive\Actor_09\03-01-01-01-01-01-09.wav, kids are talking about the door.,1
archive\Actor_09\03-01-01-01-01-02-09.wav, kids are talking about the door.,1
archive\Actor_09\03-01-01-01-02-01-09.wav, dogs are sitting by the door.,1
archive\Actor_09\03-01-01-01-02-02-09.wav, dogs are sitting by the door.,1
archive\Actor_09\03-01-02-01-01-01-09.wav, kids are talking about the door.,2
archive\Actor_09\03-01-02-01-01-02-09.wav, kids are talking about the door.,2
archive\Actor_09\03-01-02-01-02-01-09.wav, dogs are sitting by the door.,2
archive\Actor_09\03-01-02-01-02-02-09.wav, don't just sit in by the door.,2
archive\Actor_09\03-01-02-02-01-01-09.wav, kids who talking by the door.,2
archive\Actor_09\03-01-02-02-01-02-09.wav," hmm, can't do talking about the door.",2
archive\Actor_09\03-01-02-02-02-01-09.wav, dogs are sitting by the door.,2
archive\Actor_09\03-01-02-02-02-02-09.wav, dogs are sitting by the door.,2
archive\Actor_09\03-01-03-01-01-01-09.wav, kids are talking by the door,3
archive\Actor_09\03-01-03-01-01-02-09.wav, kids are talking by the door.,3
archive\Actor_09\03-01-03-01-02-01-09.wav, dogs are sitting by the door.,3
archive\Actor_09\03-01-03-01-02-02-09.wav, dogs are sitting by the door.,3
archive\Actor_09\03-01-03-02-01-01-09.wav, kids are talking by the door.,3
archive\Actor_09\03-01-03-02-01-02-09.wav, kids are talking by the door.,3
archive\Actor_09\03-01-03-02-02-01-09.wav, dogs are sitting by the door.,3
archive\Actor_09\03-01-03-02-02-02-09.wav, dogs are sitting by the door.,3
archive\Actor_09\03-01-04-01-01-01-09.wav, kids are talking about the door.,4
archive\Actor_09\03-01-04-01-01-02-09.wav, kids are talking about it.,4
archive\Actor_09\03-01-04-01-02-01-09.wav, dogs are sitting by the door.,4
archive\Actor_09\03-01-04-01-02-02-09.wav, the arms are sitting by the door.,4
archive\Actor_09\03-01-04-02-01-01-09.wav, i can't do talking by the door.,4
archive\Actor_09\03-01-04-02-01-02-09.wav," daskah dangerous, combat ist jetzt wartet.",4
archive\Actor_09\03-01-04-02-02-01-09.wav, talks are sitting by the door.,4
archive\Actor_09\03-01-04-02-02-02-09.wav, the boxing,4
archive\Actor_09\03-01-05-01-01-01-09.wav, kids are talking about the door.,5
archive\Actor_09\03-01-05-01-01-02-09.wav, kids are talking by the door.,5
archive\Actor_09\03-01-05-01-02-01-09.wav, dogs are sitting by the door.,5
archive\Actor_09\03-01-05-01-02-02-09.wav, dogs are sitting by the door.,5
archive\Actor_09\03-01-05-02-01-01-09.wav, kids are talking by the door!,5
archive\Actor_09\03-01-05-02-01-02-09.wav, kids are talking by the door!,5
archive\Actor_09\03-01-05-02-02-01-09.wav, dogs are sitting by the door!,5
archive\Actor_09\03-01-05-02-02-02-09.wav, don't you're sitting by the door!,5
archive\Actor_09\03-01-06-01-01-01-09.wav, kids are talking about the door.,6
archive\Actor_09\03-01-06-01-01-02-09.wav, kids are talking about the door.,6
archive\Actor_09\03-01-06-01-02-01-09.wav, thoughts of sitting by the door,6
archive\Actor_09\03-01-06-01-02-02-09.wav, thanks for sitting by the door.,6
archive\Actor_09\03-01-06-02-01-01-09.wav, so talking about the door,6
archive\Actor_09\03-01-06-02-01-02-09.wav," i can't stop talking about it, do i?",6
archive\Actor_09\03-01-06-02-02-01-09.wav, however staging by the door,6
archive\Actor_09\03-01-06-02-02-02-09.wav, don't say sinning by the door.,6
archive\Actor_09\03-01-07-01-01-01-09.wav, kids are talking by the door.,7
archive\Actor_09\03-01-07-01-01-02-09.wav, kids are talking about the door.,7
archive\Actor_09\03-01-07-01-02-01-09.wav, dark you're sitting by the door.,7
archive\Actor_09\03-01-07-01-02-02-09.wav, thogs are sitting by the door.,7
archive\Actor_09\03-01-07-02-01-01-09.wav, kids are talking by the door.,7
archive\Actor_09\03-01-07-02-01-02-09.wav, kids are talking by the door.,7
archive\Actor_09\03-01-07-02-02-01-09.wav, dogs are sitting by the door.,7
archive\Actor_09\03-01-07-02-02-02-09.wav, the orange is sitting by the door.,7
archive\Actor_09\03-01-08-01-01-01-09.wav, kids are talking about the door.,8
archive\Actor_09\03-01-08-01-01-02-09.wav, kids are talking about the door.,8
archive\Actor_09\03-01-08-01-02-01-09.wav, dogs are sitting by the door.,8
archive\Actor_09\03-01-08-01-02-02-09.wav, dogs are sitting by the door.,8
archive\Actor_09\03-01-08-02-01-01-09.wav, kids are talking by the door.,8
archive\Actor_09\03-01-08-02-01-02-09.wav, kids are talking by the door.,8
archive\Actor_09\03-01-08-02-02-01-09.wav, dogs are sitting by the door.,8
archive\Actor_09\03-01-08-02-02-02-09.wav, dogs are sitting by the door.,8
archive\Actor_10\03-01-01-01-01-01-10.wav, kids are talking by the door.,1
archive\Actor_10\03-01-01-01-01-02-10.wav, kids are talking by the door.,1
archive\Actor_10\03-01-01-01-02-01-10.wav, dogs are sitting by the door.,1
archive\Actor_10\03-01-01-01-02-02-10.wav, dogs are sitting by the door.,1
archive\Actor_10\03-01-02-01-01-01-10.wav, kids are talking by the door.,2
archive\Actor_10\03-01-02-01-01-02-10.wav, kids are talking by the door.,2
archive\Actor_10\03-01-02-01-02-01-10.wav, the hogs are sitting by the door.,2
archive\Actor_10\03-01-02-01-02-02-10.wav, dogs are sitting by the door.,2
archive\Actor_10\03-01-02-02-01-01-10.wav, kids are talking by the door.,2
archive\Actor_10\03-01-02-02-01-02-10.wav, kids are talking by the door.,2
archive\Actor_10\03-01-02-02-02-01-10.wav, dogs are sitting by the door.,2
archive\Actor_10\03-01-02-02-02-02-10.wav, dogs are sitting by the door.,2
archive\Actor_10\03-01-03-01-01-01-10.wav, kids are talking by the door.,3
archive\Actor_10\03-01-03-01-01-02-10.wav, kids are talking by the door.,3
archive\Actor_10\03-01-03-01-02-01-10.wav, doxor sitting by the door?,3
archive\Actor_10\03-01-03-01-02-02-10.wav, dogs are sitting by the door.,3
archive\Actor_10\03-01-03-02-01-01-10.wav, kids are talking by the door.,3
archive\Actor_10\03-01-03-02-01-02-10.wav, kids are talking by the door.,3
archive\Actor_10\03-01-03-02-02-01-10.wav, to home just sitting by the door.,3
archive\Actor_10\03-01-03-02-02-02-10.wav, dogs are sitting by the door!,3
archive\Actor_10\03-01-04-01-01-01-10.wav, kids are talking by the door.,4
archive\Actor_10\03-01-04-01-01-02-10.wav, kids are talking by the door.,4
archive\Actor_10\03-01-04-01-02-01-10.wav, dogs are sitting by the door.,4
archive\Actor_10\03-01-04-01-02-02-10.wav, dogs are sitting by the door.,4
archive\Actor_10\03-01-04-02-01-01-10.wav, kids are talking by the door.,4
archive\Actor_10\03-01-04-02-01-02-10.wav, kids are talking by the door.,4
archive\Actor_10\03-01-04-02-02-01-10.wav, dogs are sitting by the door.,4
archive\Actor_10\03-01-04-02-02-02-10.wav, dogs are sitting by the door.,4
archive\Actor_10\03-01-05-01-01-01-10.wav, kids are talking by the door.,5
archive\Actor_10\03-01-05-01-01-02-10.wav, kids are talking by the door.,5
archive\Actor_10\03-01-05-01-02-01-10.wav, dogs are sitting by the door.,5
archive\Actor_10\03-01-05-01-02-02-10.wav, dogs are sitting by the door.,5
archive\Actor_10\03-01-05-02-01-01-10.wav, kids are talking by the door.,5
archive\Actor_10\03-01-05-02-01-02-10.wav, kids are talking by the door.,5
archive\Actor_10\03-01-05-02-02-01-10.wav, dogs are sitting by the door.,5
archive\Actor_10\03-01-05-02-02-02-10.wav, dogs are sitting by the door.,5
archive\Actor_10\03-01-06-01-01-01-10.wav, kids are talking by the door.,6
archive\Actor_10\03-01-06-01-01-02-10.wav, kids are talking by the door.,6
archive\Actor_10\03-01-06-01-02-01-10.wav, dogs are sitting by the door.,6
archive\Actor_10\03-01-06-01-02-02-10.wav, dogs are sitting by the door.,6
archive\Actor_10\03-01-06-02-01-01-10.wav, kids are talking by the door.,6
archive\Actor_10\03-01-06-02-01-02-10.wav, kids are talking by the door.,6
archive\Actor_10\03-01-06-02-02-01-10.wav, dogs are sitting by the door.,6
archive\Actor_10\03-01-06-02-02-02-10.wav, dogs are sitting by the door.,6
archive\Actor_10\03-01-07-01-01-01-10.wav, kids are talking by the door.,7
archive\Actor_10\03-01-07-01-01-02-10.wav, kids are talking by the door.,7
archive\Actor_10\03-01-07-01-02-01-10.wav, dogs are sitting by the door.,7
archive\Actor_10\03-01-07-01-02-02-10.wav, dogs are sitting by the door.,7
archive\Actor_10\03-01-07-02-01-01-10.wav, kids are talking by the door.,7
archive\Actor_10\03-01-07-02-01-02-10.wav, kids are talking by the door.,7
archive\Actor_10\03-01-07-02-02-01-10.wav, dogs are sitting by the door.,7
archive\Actor_10\03-01-07-02-02-02-10.wav, dogs are sitting by the door.,7
archive\Actor_10\03-01-08-01-01-01-10.wav, kids are talking by the door.,8
archive\Actor_10\03-01-08-01-01-02-10.wav, kids are talking by the door.,8
archive\Actor_10\03-01-08-01-02-01-10.wav, dogs are sitting by the door.,8
archive\Actor_10\03-01-08-01-02-02-10.wav, dogs are sitting by the door.,8
archive\Actor_10\03-01-08-02-01-01-10.wav, kids are talking by the door.,8
archive\Actor_10\03-01-08-02-01-02-10.wav, kids are talking by the door.,8
archive\Actor_10\03-01-08-02-02-01-10.wav, dogs are sitting by the door.,8
archive\Actor_10\03-01-08-02-02-02-10.wav, dogs are sitting by the door.,8
archive\Actor_11\03-01-01-01-01-01-11.wav, kids are talking by the door.,1
archive\Actor_11\03-01-01-01-01-02-11.wav, kids are talking by the door.,1
archive\Actor_11\03-01-01-01-02-01-11.wav, dogs are sitting by the door.,1
archive\Actor_11\03-01-01-01-02-02-11.wav, dogs are sitting by the door.,1
archive\Actor_11\03-01-02-01-01-01-11.wav, kids are talking by the door.,2
archive\Actor_11\03-01-02-01-01-02-11.wav, kids are talking by the door.,2
archive\Actor_11\03-01-02-01-02-01-11.wav, dogs are sitting by the door.,2
archive\Actor_11\03-01-02-01-02-02-11.wav, dogs are sitting by the door.,2
archive\Actor_11\03-01-02-02-01-01-11.wav, kids are talking by the door.,2
archive\Actor_11\03-01-02-02-01-02-11.wav, kids are talking by the door.,2
archive\Actor_11\03-01-02-02-02-01-11.wav, dogs are sitting by the door.,2
archive\Actor_11\03-01-02-02-02-02-11.wav, dogs are sitting by the door.,2
archive\Actor_11\03-01-03-01-01-01-11.wav, kids are talking by the door.,3
archive\Actor_11\03-01-03-01-01-02-11.wav, kids are talking by the door.,3
archive\Actor_11\03-01-03-01-02-01-11.wav, dogs are sitting by the door.,3
archive\Actor_11\03-01-03-01-02-02-11.wav, dogs are sitting by the door.,3
archive\Actor_11\03-01-03-02-01-01-11.wav, kids are talking by the door.,3
archive\Actor_11\03-01-03-02-01-02-11.wav, kids are talking by the door.,3
archive\Actor_11\03-01-03-02-02-01-11.wav, dogs are sitting by the door.,3
archive\Actor_11\03-01-03-02-02-02-11.wav, dogs are sitting by the door.,3
archive\Actor_11\03-01-04-01-01-01-11.wav, kids are talking by the door.,4
archive\Actor_11\03-01-04-01-01-02-11.wav, kids are talking by the door.,4
archive\Actor_11\03-01-04-01-02-01-11.wav, dogs are sitting by the door.,4
archive\Actor_11\03-01-04-01-02-02-11.wav, dogs are sitting by the door.,4
archive\Actor_11\03-01-04-02-01-01-11.wav, kids are talking by the door.,4
archive\Actor_11\03-01-04-02-01-02-11.wav, kids are talking by the door.,4
archive\Actor_11\03-01-04-02-02-01-11.wav, dogs are sitting by the door.,4
archive\Actor_11\03-01-04-02-02-02-11.wav, dogs are sitting by the door.,4
archive\Actor_11\03-01-05-01-01-01-11.wav, kids are talking by the door.,5
archive\Actor_11\03-01-05-01-01-02-11.wav, kids are talking by the door.,5
archive\Actor_11\03-01-05-01-02-01-11.wav, dogs are sitting by the door.,5
archive\Actor_11\03-01-05-01-02-02-11.wav, dogs are sitting by the door.,5
archive\Actor_11\03-01-05-02-01-01-11.wav, kids are talking by the door.,5
archive\Actor_11\03-01-05-02-01-02-11.wav, kids are talking by the door.,5
archive\Actor_11\03-01-05-02-02-01-11.wav, dogs are sitting by the door.,5
archive\Actor_11\03-01-05-02-02-02-11.wav, dogs are sitting by the door.,5
archive\Actor_11\03-01-06-01-01-01-11.wav, kids are talking by the door.,6
archive\Actor_11\03-01-06-01-01-02-11.wav, keyids are talking by the door.,6
archive\Actor_11\03-01-06-01-02-01-11.wav, dogs are sitting by the door.,6
archive\Actor_11\03-01-06-01-02-02-11.wav, dogs are sitting by the door.,6
archive\Actor_11\03-01-06-02-01-01-11.wav, kids are talking by the door.,6
archive\Actor_11\03-01-06-02-01-02-11.wav, kids are talking about the door.,6
archive\Actor_11\03-01-06-02-02-01-11.wav, dogs are sitting by the door.,6
archive\Actor_11\03-01-06-02-02-02-11.wav, dogs are sitting by the door.,6
archive\Actor_11\03-01-07-01-01-01-11.wav, kids are talking by the door.,7
archive\Actor_11\03-01-07-01-01-02-11.wav, kids are talking by the door.,7
archive\Actor_11\03-01-07-01-02-01-11.wav, dogs are sitting by the door.,7
archive\Actor_11\03-01-07-01-02-02-11.wav, dogs are sitting by the door.,7
archive\Actor_11\03-01-07-02-01-01-11.wav, kids are talking by the door.,7
archive\Actor_11\03-01-07-02-01-02-11.wav, kids are talking by the door.,7
archive\Actor_11\03-01-07-02-02-01-11.wav, dogs are sitting by the door.,7
archive\Actor_11\03-01-07-02-02-02-11.wav, dogs are sitting by the door.,7
archive\Actor_11\03-01-08-01-01-01-11.wav, kids are talking by the door.,8
archive\Actor_11\03-01-08-01-01-02-11.wav, kids are talking by the door.,8
archive\Actor_11\03-01-08-01-02-01-11.wav, dogs are sitting by the door.,8
archive\Actor_11\03-01-08-01-02-02-11.wav, dogs are sitting by the door.,8
archive\Actor_11\03-01-08-02-01-01-11.wav, kids are talking about the door.,8
archive\Actor_11\03-01-08-02-01-02-11.wav, kids are talking by the door.,8
archive\Actor_11\03-01-08-02-02-01-11.wav, dogs were sitting by the door.,8
archive\Actor_11\03-01-08-02-02-02-11.wav, dogs were sitting by the door.,8
archive\Actor_12\03-01-01-01-01-01-12.wav, kids are talking by the door.,1
archive\Actor_12\03-01-01-01-01-02-12.wav, kids are talking by the door.,1
archive\Actor_12\03-01-01-01-02-01-12.wav, dogs are sitting by the door.,1
archive\Actor_12\03-01-01-01-02-02-12.wav, dogs are sitting by the door.,1
archive\Actor_12\03-01-02-01-01-01-12.wav, kids are talking by the door.,2
archive\Actor_12\03-01-02-01-01-02-12.wav, kids are talking by the door.,2
archive\Actor_12\03-01-02-01-02-01-12.wav, dogs are sitting by the door.,2
archive\Actor_12\03-01-02-01-02-02-12.wav, dogs are sitting by the door.,2
archive\Actor_12\03-01-02-02-01-01-12.wav, kids are talking by the door.,2
archive\Actor_12\03-01-02-02-01-02-12.wav, kids are talking by the door.,2
archive\Actor_12\03-01-02-02-02-01-12.wav, dogs are sitting by the door.,2
archive\Actor_12\03-01-02-02-02-02-12.wav, dogs are sitting by the door.,2
archive\Actor_12\03-01-03-01-01-01-12.wav, kids are talking by the door.,3
archive\Actor_12\03-01-03-01-01-02-12.wav, kids are talking by the door.,3
archive\Actor_12\03-01-03-01-02-01-12.wav, dogs are sitting by the door.,3
archive\Actor_12\03-01-03-01-02-02-12.wav, dogs are sitting by the door.,3
archive\Actor_12\03-01-03-02-01-01-12.wav, kids are talking by the door.,3
archive\Actor_12\03-01-03-02-01-02-12.wav, kids are talking by the door.,3
archive\Actor_12\03-01-03-02-02-01-12.wav, dogs are sitting by the door.,3
archive\Actor_12\03-01-03-02-02-02-12.wav, dogs are sitting by the door.,3
archive\Actor_12\03-01-04-01-01-01-12.wav, kids are talking by the door.,4
archive\Actor_12\03-01-04-01-01-02-12.wav, kids are talking by the door.,4
archive\Actor_12\03-01-04-01-02-01-12.wav, dogs are sitting by the door.,4
archive\Actor_12\03-01-04-01-02-02-12.wav, dogs are sitting by the door.,4
archive\Actor_12\03-01-04-02-01-01-12.wav, kids are talking by the door.,4
archive\Actor_12\03-01-04-02-01-02-12.wav, cancer talking by the door.,4
archive\Actor_12\03-01-04-02-02-01-12.wav, dogs were sitting by the door.,4
archive\Actor_12\03-01-04-02-02-02-12.wav, dogs are sitting by the door.,4
archive\Actor_12\03-01-05-01-01-01-12.wav, kids are talking by the door.,5
archive\Actor_12\03-01-05-01-01-02-12.wav, kids are talking by the door.,5
archive\Actor_12\03-01-05-01-02-01-12.wav, dogs are sitting by the door.,5
archive\Actor_12\03-01-05-01-02-02-12.wav, dogs are sitting by the door.,5
archive\Actor_12\03-01-05-02-01-01-12.wav," kid, they're talking by the door.",5
archive\Actor_12\03-01-05-02-01-02-12.wav, kids are talking by the door!,5
archive\Actor_12\03-01-05-02-02-01-12.wav, dogs are sitting by the door.,5
archive\Actor_12\03-01-05-02-02-02-12.wav, dogs are sitting by the door.,5
archive\Actor_12\03-01-06-01-01-01-12.wav, kids are talking by the door.,6
archive\Actor_12\03-01-06-01-01-02-12.wav," kid, they're talking by the door.",6
archive\Actor_12\03-01-06-01-02-01-12.wav, dogs are sitting by the door.,6
archive\Actor_12\03-01-06-01-02-02-12.wav, dogs are sitting by the door.,6
archive\Actor_12\03-01-06-02-01-01-12.wav," kid, they're talking by the door.",6
archive\Actor_12\03-01-06-02-01-02-12.wav," kid, they're talking about the door!",6
archive\Actor_12\03-01-06-02-02-01-12.wav, jokes are sitting by the door,6
archive\Actor_12\03-01-06-02-02-02-12.wav, don't just sit by the door!,6
archive\Actor_12\03-01-07-01-01-01-12.wav, kids are talking by the door.,7
archive\Actor_12\03-01-07-01-01-02-12.wav, kids are talking by the door.,7
archive\Actor_12\03-01-07-01-02-01-12.wav, dogs are sitting by the door.,7
archive\Actor_12\03-01-07-01-02-02-12.wav, talks are sitting by the door.,7
archive\Actor_12\03-01-07-02-01-01-12.wav, kids are talking by the door.,7
archive\Actor_12\03-01-07-02-01-02-12.wav, kids are talking by the door.,7
archive\Actor_12\03-01-07-02-02-01-12.wav, toxic is setting by the door.,7
archive\Actor_12\03-01-07-02-02-02-12.wav, dogs are sitting by the door.,7
archive\Actor_12\03-01-08-01-01-01-12.wav, kids are talking by the door.,8
archive\Actor_12\03-01-08-01-01-02-12.wav, kids are talking by the door.,8
archive\Actor_12\03-01-08-01-02-01-12.wav, dogs are sitting by the door.,8
archive\Actor_12\03-01-08-01-02-02-12.wav, dogs are sitting by the door.,8
